uid,article_count,articles,coordinate,e_description,e_title,f_count,is_node,latitude,location,longitude,mp_count,year_range,food,masterpiece
68,3,"《再跋》
《书王石草书》
《九马图赞》","[4583, 3444]",1068年，苏轼续娶王弗的堂妹王闰之为妻。同年，新即位的宋神宗召见王安石，开始酝酿变法。,娶王闰之,0,0,34.34744,西安,108.9463,0,1068年,,
69,76,"《上韩魏公》
《送任伋通判黄州兼寄其兄孜》
《秀州僧本莹静照堂》
《石苍舒醉墨堂》
《跋王巩所收藏真书》
《跋王晋卿所藏莲华经》
《上韩魏公一首》
《谏买浙灯状》
《议学校贡举状》
《与子明九首》
《送曾子固倅越得“燕”字》
《李仲蒙哀词》
《上神宗皇帝书》
《次韵柳子玉见寄》
《王颐赴建州钱监求诗及草书》
《书李将军三騣马图》
《国学秋试策问二首·勤而或治或乱断而或兴或衰信而或安或危》
《明正》
《与曾子固一首》
《记李邦直言周瑜》
《跋文与可草书》
《墨君堂记》
《送钱藻出守婺州得“英”字》
《再上皇帝书》
《陆龙图诜挽词》
《跋文与可墨竹》
《跋内教博士水墨天龙八部图卷》
《朱寿昌梁武忏赞偈》
《答刘巨济书》
《送章子平诗叙》
《送蔡冠卿知饶州》
《拟进士对御试策》
《送刘攽倅海陵》
《夜直秘阁呈王敏甫》
《拟殿试策问》
《书茶墨相反》
《与子明九首》
《书通叔篆》
《书诸集改字》
《贺韩丞相启》
《送吕行甫司门倅河阳》
《送吕希道知和州》
《绿筠亭》
《题李十八净因杂书》
《与堂兄一首》
《次韵杨褒早春》
《与杨某一首》
《与杨济甫十首》
《与段约之一首》
《次韵王诲夜坐》
《送安惇秀才失解西归》
《书六一居士传后》
《净因院画记》
《与堂兄三首》
《宋叔达家听琵琶》
《题赵㞦屏风与可竹》
《韩缜酷刑》
《与韩昭文一首》
《与孙运勾一首》
《续欧阳子朋党论》
《题晋人帖》
《代侄媳彭寿与其二伯母一首》
《与监丞事一首》
《与子明九首》
《送文与可出守陵州》
《送刘道原归觐南康》
《与宝月大师五首》
《胡完夫母周夫人挽词》
《洛伊到任谢宰相启》
《次韵子由初到陈州二首》
《与银台舍人一首》
《答李秀才元一首》
《王平甫砚铭》
《朱寿昌郎中少不知母所在刺血写经求之五十年去岁得之蜀中以诗贺之》
《贺欧阳少师致仕启》
《一斛珠》","[5274, 3366]",1069年，王安石变法开始，苏轼因反对变法中的一些举措，受到以王安石为首的新党打压迫害。,反对变法,0,1,34.80294,开封,114.3139,0,1069-1071年,,
70,2,"《泗州僧伽塔》
《发洪泽中途遇大风复还》","[5820, 3672]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,1,33.01714,盱眙,118.5514,0,1071年,,
71,7,"《次韵子由柳湖感物》
《与石幼安二首》
《送张安道赴南都留台》
《出都来陈所乘船上有题小诗八首不知何人有感于余心者聊为和之》
《次韵柳子玉过陈绝粮二首》
《次韵张安道读杜诗》
《傅尧俞济源草堂》","[5349, 3548]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,33.73725,淮阳,114.8927,0,1071年,,
72,3,"《陪欧阳公燕西湖》
《欧阳少师令赋所蓄石屏》
《颍州初别子由二首》","[5468, 3693]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,32.89588,阜阳,115.8214,0,1071年,,
73,1,《出颍口初见淮山是日至寿州》,"[5584, 3724]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,32.71516,凤台,116.7173,0,1071年,,
74,1,《十月二日将至涡口五里所遇风留宿》,"[5647, 3679]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,32.97601,怀远,117.2116,0,1071年,,
75,2,"《濠州七绝·涂山》
《濠州七绝·四望亭》","[5693, 3697]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,32.87184,凤阳,117.5678,0,1071年,,
76,1,《濠州七绝·虞姬墓》,"[5711, 3755]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,32.53614,定远,117.705,0,1071年,,
77,1,《十月十六日记所见》,"[5880, 3569]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,33.61627,淮安,119.0224,0,1071年,,
78,2,"《广陵会三同舍各以其字为韵仍邀同赋·刘贡父》
《临江仙》","[5932, 3778]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,32.39986,扬州,119.4191,0,1071年,,
79,2,"《宝墨亭》
《游金山寺》","[5933, 3813]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,1,0,32.19569,镇江,119.4315,0,1071年,"[{'f_title': '《无题》', 'f_name': '鲥鱼', 'f_content': '芽姜紫醋灸银鱼，雪碗擎来二尺余。\n尚有桃花春气在，此中风味胜莼鲈。', 'f_description': '“我跟你说，烧鲥鱼的时候放点姜，再加点醋，好吃死了，两尺长的鱼，我一顿就能吃光。”', 'is_long': 0}]",
80,2,"《减字木兰花》
《舍铜龟子文》","[6082, 3966]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,31.30457,苏州,120.5896,0,1071年,,
81,6,"《次韵柳子玉二首·地炉》
《与林子中五首》
《初到杭州寄子由二绝》
《腊日游孤山访惠勤惠思二僧》
《李杞寺丞见和前篇复用元韵答之》
《答杨君素三首》","[6027, 4142]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,30.28006,杭州,120.1617,0,1071年,,
82,2,"《是日宿水陆寺寄北山清顺僧二首》
《寓余杭法喜寺寺后绿野堂望吴兴诸山怀孙莘老学士》","[6046, 4117]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,30.42439,余杭,120.3051,0,1072年,,
83,69,"《雨中明庆赏牡丹》
《听贤师琴》
《祈雨龙祠祝文》
《凤咮砚铭》
《七月一日出城舟中苦热》
《和刘道原见寄》
《催试官考较戏作》
《秋怀二首》
《与曾子固二首》
《次韵孔文仲推官见赠》
《和陈述古拒霜花》
《监试呈诸试官》
《送张职方吉甫赴闽漕六和寺中作》
《祭欧阳文忠公文》
《辨官本法帖》
《答任师中次韵》
《和欧阳少师会老堂次韵》
《和沈立之留别二首》
《牡丹记叙》
《孙莘老求墨妙亭诗》
《冬至日独游吉祥寺》
《越州张中舍寿乐堂》
《八月十日夜看月有怀子由并崔度贤良》
《求焦千之惠山泉诗》
《花蕊夫人宫词跋》
《赠上天竺辩才诗》
《与林子中五首》
《姚屯田挽词》
《祈晴雨师祝文》
《梵天寺见僧守诠小诗清婉可爱次韵》
《与范子丰八首》
《三法求民情赋》
《六月二十七日望湖楼醉书五绝》
《上王刑部书》
《雨中游天竺灵感观音院》
《与康公操都管三首》
《与子明九首》
《将之湖州戏赠莘老》
《祈晴吴山祝文》
《南屏激水偈》
《王复秀才所居双桧二首》
《祈雨吴山祝文》
《杭州请圆照禅师疏》
《与郭功父七首》
《戏子由》
《熙宁中轼通守此郡除夜直都厅……·前诗》
《送杭州进士诗叙》
《祈晴风伯祝文》
《自径山回得吕察推诗用其韵招之宿湖上》
《明君可与为忠言赋》
《吉祥寺赏牡丹》
《送张轩民寺丞赴省试》
《和蔡准郎中见邀游西湖三首》
《与堂兄一首》
《辨法帖》
《与杨元素一首》
《沈谏议召游湖不赴……》
《汤村开运盐河雨中督役》
《八月十七日复登望海楼自和前篇是日榜出余与试官两人复留五首》
《周夫人挽词》
《六事廉为本赋》
《送水丘秀才叙》
《浪淘沙》
《和人求笔迹》
《送岑著作》
《戏赠》
《与范梦得十首》
《通其变使民不倦赋》
《和子由柳湖久涸忽有水开元寺山茶旧无花今岁盛开二首》","[6027, 4142]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,30.28006,杭州,120.1617,1,1072年,,"[{'mp_title': '《六月二十七日望湖楼醉书五绝》其一', 'mp_content': '黑云翻墨未遮山，白雨跳珠乱入船。\n卷地风来忽吹散，望湖楼下水如天。', 'mp_description': '', 'is_long': 0}]"
84,1,《宿临安净土寺》,"[5972, 4149]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,30.23973,临安,119.7313,0,1072年,,
85,2,"《盐官部役戏呈同事兼寄述古》
《六和寺冲师闸山溪为水轩》","[6079, 4111]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,30.45676,盐官,120.565,0,1072年,,
86,7,"《游道场山何山》
《画鱼歌》
《和邵同年戏赠贾收秀才三首》
《鸦种麦行》
《和致仕张郎中春昼》
《莘老葺天庆观小园有亭北向道士山宗说乞名与诗》
《墨妙亭记》","[6019, 4035]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,30.89902,湖州,120.0946,0,1072年,,
87,3,"《秀州报本禅院乡僧文长老方丈》
《题李景元画》
《至秀州赠钱端公安道并寄其弟惠山老》","[6105, 4061]",1071年，因不堪新党迫害，苏轼请求调出京城，到地方任职。经朝中各方激烈斗争，神宗批示“改通判杭州”。,避祸杭州,0,0,30.75091,嘉兴,120.762,0,1072年,,
88,2,"《苏州请通长老疏》
《仁宗皇帝御飞白记》","[6082, 3966]",1073年冬，苏轼沿运河往返于常州、润州、苏州、秀州之间，赈济灾民。,勤政一方,0,1,31.30457,苏州,120.5896,0,1073年,,
89,2,"《洞霄宫》
《雪后至临平与柳子玉同至僧舍见陈尉烈》","[6046, 4117]",1073年冬，苏轼沿运河往返于常州、润州、苏州、秀州之间，赈济灾民。,勤政一方,0,0,30.42439,余杭,120.3051,0,1073年,,
90,85,"《同曾元恕游龙山吕穆仲不至》
《饮湖上初晴后雨二首》
《与友人一首》
《追和子由去岁试举人洛下所寄五首·暴雨初晴楼上晚景》
《贺陈述古弟章生子》
《题双竹堂壁》
《唐道人言天目山上俯视雷雨……》
《僧清顺新作垂云亭》
《有以官法酒见饷者因用前韵求述古为移厨饮湖上》
《李钤辖坐上分题戴花》
《游诸佛舍一日饮酽茶七盏戏书勤师壁》
《和述古冬日牡丹四首》
《送杭州杜戚陈三椽罢官归乡》
《天仙子》
《次韵答章传道见赠》
《初自径山归述古召饮介亭以病先起》
《癸丑春分后雪》
《祥符寺九曲观灯》
《江城子》
《赠别》
《会客有美堂周邠长官与数僧同泛湖往北山……》
《法惠寺横翠阁》
《九日湖上寻周李二君不见君亦见寻于湖上以诗见寄明日乃次其韵》
《赠治易僧智周》
《记南兔毫》
《次韵周长官寿星院同饯鲁少卿》
《奉诏祷雨诸庙祝文》
《九日寻臻阇黎遂泛小舟至勤师院二首》
《与鲁元翰二首》
《祷雨后稷祝文》
《苏州僧》
《八月十五日看潮五绝》
《月兔茶》
《佛日山荣长老方丈五绝》
《思聪名说》
《与大觉禅师三首》
《清平调》
《和柳子玉喜雪次韵仍呈述古》
《会双竹席上奉答开祖长官》
《元日次韵张先子野见和七夕寄莘老之作》
《跋蒲传正燕公山水》
《又答毡帐》
《正月二十一日病后述古邀往城外寻春》
《观子玉郎中草圣》
《张子野年八十五尚闻买妾述古令作诗》
《答晁君成一首》
《菩萨蛮》
《吊天竺海月辩师三首》
《钱塘六井记》
《虎跑泉》
《明日重九亦以病不赴述古会再用前韵》
《祷雨后土祝文》
《与文与可十一首》
《正月九日有美堂饮醉归径睡五鼓方醒……》
《次韵孙莘老见赠时莘老移庐州因以别之》
《五月十日与吕仲甫周邠僧惠勤惠思清顺可久惟肃义诠同泛湖游北山》
《与王庆源十三首》
《与晁美叔二首》
《与郭功父七首》
《瑞鹧鸪》
《李颀秀才善画山以两轴见寄仍有诗次韵答之》
《石屋洞题名》
《孤山二咏·柏堂》
《书周韶》
《吉祥寺花将落而述古不至》
《次韵答开祖》
《薄命佳人》
《宝山昼睡》
《书双竹湛师房二首》
《祷雨社神祝文》
《祷雨天竺观音文》
《次韵述古过周长官夜饮》
《席上代人赠别三首》
《湖上夜归》
《病中独游净慈谒本长老周长官以诗见寄仍邀游灵隐因次韵答之》
《寒食未明至湖上太守未来两县令先在》
《跋文忠公送惠勤诗后》
《东阳水乐亭》
《答舒尧文二首》
《江城子·湖上与张先同赋》
《与汪道济二首》
《九日舟中望见有美堂上鲁少卿饮以诗戏之二首》
《留题徐氏花园二首》
《祷雨稷神祝文》
《胡穆秀才遗古铜器似鼎而小……》","[6027, 4142]",1073年冬，苏轼沿运河往返于常州、润州、苏州、秀州之间，赈济灾民。,勤政一方,0,0,30.28006,杭州,120.1617,1,1073年,,"[{'mp_title': '《饮湖上初晴后雨二首》其二', 'mp_content': '水光潋滟晴方好，山色空濛雨亦奇。\n若把西湖比西子，淡妆浓抹总相宜。', 'mp_description': '', 'is_long': 0}]"
91,6,"《陌上花三首》
《自昌化双溪馆下步寻溪源至治平寺二首》
《与周长官李秀才游径山二君先以诗见寄次其韵二首》
《于潜女》
《与临安令宗人同年剧饮》
《于潜令刁同年野翁亭》","[5972, 4149]",1073年冬，苏轼沿运河往返于常州、润州、苏州、秀州之间，赈济灾民。,勤政一方,0,0,30.23973,临安,119.7313,0,1073年,,
92,2,"《和钱安道寄惠建茶》
《夜至永乐文长老院文时卧病退院》","[6105, 4061]",1073年冬，苏轼沿运河往返于常州、润州、苏州、秀州之间，赈济灾民。,勤政一方,0,0,30.75091,嘉兴,120.762,0,1073年,,
